86,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,87,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,100,89,88,73,73,73,73,73,73,73,89,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,0,70,71,0,0,0,0,0,0,0,100,71,
70,59,59,59,59,59,59,59,59,59,87,0,0,86,87,0,0,0,0,86,87,0,0,0,100,101,0,0,0,70,71,0,0,0,0,0,0,0,0,71,
70,73,73,73,89,88,73,73,72,89,71,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,0,71,
70,0,0,0,70,71,0,0,0,70,71,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,0,71,
70,0,0,0,70,71,0,0,0,70,71,0,0,70,102,59,59,59,59,103,102,59,59,59,59,59,59,59,59,103,102,59,59,59,59,87,0,0,0,71,
70,0,0,0,70,71,0,0,0,70,71,0,0,70,88,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,89,88,73,73,73,101,0,0,0,71,
70,0,0,0,70,71,0,0,0,100,101,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,71,
70,0,0,0,100,101,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,84,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,84,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,102,59,59,59,59,87,0,0,71,
70,0,0,0,86,59,59,59,59,59,59,59,60,103,102,59,59,59,59,59,59,59,59,59,87,0,0,0,0,0,70,88,73,73,89,88,101,0,0,71,
70,0,0,0,100,73,73,73,89,88,73,73,73,73,89,88,73,73,73,73,73,73,73,73,101,0,0,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,0,0,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,0,0,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,86,87,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,87,0,0,0,70,71,0,0,0,0,0,86,59,59,59,59,87,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,101,0,0,0,70,71,0,0,0,0,0,70,88,73,73,73,101,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,70,102,59,59,59,103,71,0,0,0,0,70,71,0,0,0,0,0,70,71,0,0,0,0,0,0,0,70,71,0,0,70,71,0,0,0,71,
70,0,0,70,88,73,73,73,89,71,0,0,0,0,70,71,0,0,0,0,0,70,71,0,0,0,0,0,0,86,70,71,0,0,70,71,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,86,70,71,0,0,0,0,0,70,71,87,0,0,0,0,0,100,70,71,0,0,84,85,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,100,70,71,0,0,0,0,0,70,71,101,0,0,0,0,0,0,84,85,0,0,100,101,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,70,71,0,0,0,0,0,0,0,100,101,0,0,0,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,70,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,70,71,0,0,0,0,0,70,71,87,0,0,0,0,0,0,0,0,0,86,87,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,87,0,0,0,70,71,0,0,0,0,0,70,71,101,0,0,0,0,0,0,0,0,0,70,71,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,101,0,0,0,70,71,0,0,0,0,0,84,85,0,0,0,0,0,0,0,0,0,0,70,71,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,70,102,59,59,60,59,60,103,102,59,59,59,59,59,59,59,87,0,0,70,71,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,100,73,73,89,88,73,74,73,73,73,73,74,89,88,73,73,101,0,0,70,71,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,70,71,0,0,0,0,0,70,71,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,0,0,0,0,0,0,0,70,71,0,0,0,0,0,0,0,70,71,0,0,0,0,0,84,85,0,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,87,0,0,0,0,0,86,70,71,0,0,0,0,0,0,0,70,102,59,59,59,59,59,103,102,87,0,0,0,71,
70,0,0,70,71,0,0,0,70,71,101,0,0,0,0,0,100,70,71,0,0,0,0,0,0,0,70,88,73,73,89,88,73,73,73,101,0,0,0,71,
70,0,0,100,101,0,0,0,100,101,0,0,0,0,0,0,0,70,102,59,87,0,0,0,86,59,103,71,0,0,70,71,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73,73,101,0,0,0,100,73,73,101,0,0,70,71,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,101,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,
100,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,101,hero,20,10,coins,7,8,15,31,16,20,19,36,25,3,24,3,11,35,37,enemies,6,20,22,19,34,37,2,2,3,2,28,37,28,door,19,0,key,19,34
